Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total,Variation,Variation Type,Category,Type 1,Type 2,Height (m),Weight (kg),Generation,Evolution Stage,Evolves,Attack/Defense,Special Attack/Special Defense,Attack/Special Attack,Defense/Special Defense,Speed/Defense,Speed/Attack,HP/Defense,HP/Special Defense,Legendary,BMI,Dual Type,Type Count,Stat Highest,Stat Lowest,Stat Std Dev,Offensive Total,Defensive Total,Offensive/Defensive,Physical/Special,Stat Tier,Speed Tier,Is Variation,Role,HP_pct,Attack_pct,Defense_pct,Speed_pct,Special_Attack_pct,Special_Defense_pct,HP_zscore,Attack_zscore,Defense_zscore,Speed_zscore,Special_Attack_zscore,Special_Defense_zscore
130,Gyarados,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon),95,125,79,81,60,100,540,,,Atrocious Pokémon,Water,Flying,6.5,235.0,1,2,False,1.5822784810126582,0.6,2.0833333333333335,0.79,1.0253164556962024,0.648,1.2025316455696202,0.95,False,5.562130177514793,True,2,Attack,Special Attack,22.144976857066254,266,274,0.9708029197080292,1.275,High,Medium,False,Tank,0.17592592592592593,0.23148148148148148,0.14629629629629629,0.15,0.1111111111111111,0.18518518518518517,0.8638565899335926,1.3045578451187088,0.09564509459375001,0.34491142443699724,-0.4297483593184393,0.9408964323480842
130,Gyarados,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon),95,155,109,81,70,130,640,Mega Gyarados,Mega,Atrocious Pokémon,Water,Dark,6.5,305.0,1,2,False,1.4220183486238531,0.5384615384615384,2.2142857142857144,0.8384615384615385,0.7431192660550459,0.5225806451612903,0.8715596330275229,0.7307692307692307,False,7.218934911242603,True,2,Attack,Special Attack,31.702786418021155,306,334,0.9161676646706587,1.32,Very High,Medium,True,Tank,0.1484375,0.2421875,0.1703125,0.1265625,0.109375,0.203125,0.8638565899335926,2.220981752220227,1.0580901472769078,0.34491142443699724,-0.135684862753126,2.006764691446696
131,Lapras,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon),130,85,80,60,85,95,535,,,Transport Pokémon,Water,Ice,2.5,220.0,1,0,False,1.0625,0.8947368421052632,1.0,0.8421052631578947,0.75,0.7058823529411765,1.625,1.368421052631579,False,35.2,True,2,HP,Speed,23.1120459212651,230,305,0.7540983606557377,0.9166666666666666,High,Medium,False,Special Wall,0.24299065420560748,0.1588785046728972,0.14953271028037382,0.11214953271028037,0.1588785046728972,0.17757009345794392,2.153103227409391,0.08265930231668445,0.12772659634985525,-0.3421208789318431,0.30541038209484395,0.7632517224983155
132,Ditto,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon),48,48,48,48,48,48,288,,,Transform Pokémon,Normal,,0.3,4.0,1,0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,44.44444444444444,False,1,HP,HP,0.0,144,144,1.0,1.0,Low,Slow,False,Balanced,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.8674174661053371,-1.047596849775188,-0.8988814598455129,-0.7347107665711805,-0.7826245551968153,-0.9066085500895094
133,Eevee,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),55,55,50,55,45,65,325,,,Evolution Pokémon,Normal,,0.3,6.5,1,1,True,1.1,0.6923076923076923,1.2222222222222223,0.7692307692307693,1.1,1.0,1.1,0.8461538461538461,False,72.22222222222223,False,1,Special Defense,Special Attack,6.645800679125628,155,170,0.9117647058823529,0.9545454545454546,Mid,Medium,False,Balanced,0.16923076923076924,0.16923076923076924,0.15384615384615385,0.16923076923076924,0.13846153846153847,0.2,-0.6095681386101773,-0.8337646047848338,-0.8347184563333024,-0.505699998781567,-0.8708436041664093,-0.3026165366002961
134,Vaporeon,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pok%C3%A9mon),130,65,60,65,110,95,525,,,Bubble Jet Pokémon,Water,,1.0,29.0,1,2,False,1.0833333333333333,1.1578947368421053,0.5909090909090909,0.631578947368421,1.0833333333333333,1.0,2.1666666666666665,1.368421052631579,False,29.0,False,1,HP,Defense,28.766299727285052,240,285,0.8421052631578947,0.6097560975609756,High,Medium,False,Tank,0.24761904761904763,0.12380952380952381,0.11428571428571428,0.12380952380952381,0.20952380952380953,0.18095238095238095,2.153103227409391,-0.5282899690843277,-0.5139034387722499,-0.17854175908211925,1.0405691235081271,0.7632517224983155
135,Jolteon,https://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pok%C3%A9mon),65,65,60,130,110,95,525,,,Lightning Pokémon,Electric,,0.8,24.5,1,2,False,1.0833333333333333,1.1578947368421053,0.5909090909090909,0.631578947368421,2.1666666666666665,2.0,1.0833333333333333,0.6842105263157895,False,38.28124999999999,False,1,Speed,Defense,28.766299727285052,305,220,1.3863636363636365,0.6097560975609756,High,Fast,False,Special Sweeper,0.12380952380952381,0.12380952380952381,0.11428571428571428,0.24761904761904763,0.20952380952380953,0.18095238095238095,-0.2412119564742349,-0.5282899690843277,-0.5139034387722499,1.9479867989642914,1.0405691235081271,0.7632517224983155
136,Flareon,https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pok%C3%A9mon),65,130,60,65,95,110,525,,,Flame Pokémon,Fire,,0.9,25.0,1,2,False,2.1666666666666665,0.8636363636363636,1.368421052631579,0.5454545454545454,1.0833333333333333,0.5,1.0833333333333333,0.5909090909090909,False,30.864197530864196,False,1,Attack,Defense,28.766299727285052,290,235,1.2340425531914894,0.926829268292683,High,Medium,False,Mixed Attacker,0.12380952380952381,0.24761904761904763,0.11428571428571428,0.12380952380952381,0.18095238095238095,0.20952380952380953,-0.2412119564742349,1.4572951629689619,-0.5139034387722499,-0.17854175908211925,0.5994738786601572,1.2961858520476213
137,Porygon,https://bulbapedia.bulbagarden.net/wiki/Porygon_(Pok%C3%A9mon),65,60,70,40,85,75,395,,,Virtual Pokémon,Normal,,0.8,36.5,1,1,True,0.8571428571428571,1.1333333333333333,0.7058823529411765,0.9333333333333333,0.5714285714285714,0.6666666666666666,0.9285714285714286,0.8666666666666667,False,57.031249999999986,False,1,Special Attack,Speed,15.302505241517373,185,210,0.8809523809523809,0.8125,Mid,Slow,False,Balanced,0.16455696202531644,0.1518987341772152,0.17721518987341772,0.10126582278481013,0.21518987341772153,0.189873417721519,-0.2412119564742349,-0.6810272869345807,-0.19308842121119732,-0.9964373583307388,0.30541038209484395,0.052672883099241126
138,Omanyte,https://bulbapedia.bulbagarden.net/wiki/Omanyte_(Pok%C3%A9mon),35,40,100,35,90,55,355,,,Spiral Pokémon,Rock,Water,0.4,7.5,1,1,True,0.4,1.6363636363636365,0.4444444444444444,1.8181818181818181,0.35,0.875,0.35,0.6363636363636364,False,46.87499999999999,True,2,Defense,HP,28.88194360957494,165,190,0.868421052631579,0.9655172413793104,Mid,Slow,False,Balanced,0.09859154929577464,0.11267605633802817,0.28169014084507044,0.09859154929577464,0.2535211267605634,0.15492957746478872,-1.3462805028820624,-1.2919765583355929,0.7693566314719604,-1.1600164781804627,0.4524421303775006,-0.6579059562998333
139,Omastar,https://bulbapedia.bulbagarden.net/wiki/Omastar_(Pok%C3%A9mon),70,60,125,55,115,70,495,,,Spiral Pokémon,Rock,Water,1.0,35.0,1,2,False,0.48,1.6428571428571428,0.5217391304347826,1.7857142857142858,0.44,0.9166666666666666,0.56,1.0,False,35.0,True,2,Defense,Speed,29.790938219532464,230,265,0.8679245283018868,1.0,High,Medium,False,Balanced,0.1414141414141414,0.12121212121212122,0.25252525252525254,0.1111111111111111,0.23232323232323232,0.1414141414141414,-0.05703386540626366,-0.6810272869345807,1.571394175374592,-0.505699998781567,1.1876008717907838,-0.12497182675052748
140,Kabuto,https://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pok%C3%A9mon),30,80,90,55,55,45,355,,,Shellfish Pokémon,Rock,Water,0.5,11.5,1,1,True,0.8888888888888888,1.2222222222222223,1.4545454545454546,2.0,0.6111111111111112,0.6875,0.3333333333333333,0.6666666666666666,False,46.0,True,2,Defense,HP,22.229859798628212,190,165,1.1515151515151516,1.7,Mid,Medium,False,Tank,0.08450704225352113,0.22535211267605634,0.2535211267605634,0.15492957746478872,0.15492957746478872,0.1267605633802817,-1.5304585939500337,-0.07007801553356859,0.44854161391090785,-0.505699998781567,-0.576780107601096,-1.0131953759993706
141,Kabutops,https://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pok%C3%A9mon),60,115,105,80,65,70,495,,,Shellfish Pokémon,Rock,Water,1.3,40.5,1,2,False,1.0952380952380953,0.9285714285714286,1.7692307692307692,1.5,0.7619047619047619,0.6956521739130435,0.5714285714285714,0.8571428571428571,False,23.964497041420117,True,2,Attack,HP,22.52776065213762,260,235,1.1063829787234043,1.6296296296296295,High,Medium,False,Tank,0.12121212121212122,0.23232323232323232,0.21212121212121213,0.16161616161616163,0.13131313131313133,0.1414141414141414,-0.42539004754220616,0.9990832094182027,0.9297641402524867,0.31219560046705247,-0.28271661103578266,-0.12497182675052748
142,Aerodactyl,https://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pok%C3%A9mon),80,105,65,130,60,75,515,,,Fossil Pokémon,Rock,Flying,1.8,59.0,1,0,False,1.6153846153846154,0.8,1.75,0.8666666666666667,2.0,1.2380952380952381,1.2307692307692308,1.0666666666666667,False,18.209876543209877,True,2,Speed,Special Attack,26.723896921419726,295,220,1.3409090909090908,1.2592592592592593,High,Fast,False,Physical Sweeper,0.1553398058252427,0.20388349514563106,0.1262135922330097,0.2524271844660194,0.11650485436893204,0.14563106796116504,0.3113223167296788,0.6936085737176966,-0.3534959299917236,1.9479867989642914,-0.4297483593184393,0.052672883099241126
142,Aerodactyl,https://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pok%C3%A9mon),80,135,85,150,70,95,615,Mega Aerodactyl,Mega,Fossil Pokémon,Rock,Flying,2.1,79.0,1,0,False,1.588235294117647,0.7368421052631579,1.9285714285714286,0.8947368421052632,1.7647058823529411,1.1111111111111112,0.9411764705882353,0.8421052631578947,False,17.913832199546484,True,2,Speed,Special Attack,32.36510466536452,355,260,1.3653846153846154,1.3333333333333333,Very High,Fast,True,Physical Sweeper,0.13008130081300814,0.21951219512195122,0.13821138211382114,0.24390243902439024,0.11382113821138211,0.15447154471544716,0.3113223167296788,1.6100324808192148,0.28813410513038157,2.602303278363187,-0.135684862753126,0.7632517224983155
143,Snorlax,https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon),160,110,65,30,65,110,540,,,Sleeping Pokémon,Normal,,2.1,460.0,1,2,False,1.6923076923076923,0.5909090909090909,1.6923076923076923,0.5909090909090909,0.46153846153846156,0.2727272727272727,2.4615384615384617,1.4545454545454546,False,104.30839002267574,False,1,HP,Speed,45.93473631142341,205,335,0.6119402985074627,1.0,High,Slow,False,Special Wall,0.2962962962962963,0.2037037037037037,0.12037037037037036,0.05555555555555555,0.12037037037037036,0.2037037037037037,3.2581717738172187,0.8463458915679496,-0.3534959299917236,-1.3235955980301866,-0.28271661103578266,1.2961858520476213
144,Articuno,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon),90,85,100,85,95,125,580,,,Freeze Pokémon,Ice,Flying,1.7,55.4,1,0,False,0.85,0.76,0.8947368421052632,0.8,0.85,1.0,0.9,0.72,True,19.169550173010382,True,2,Special Defense,Attack,15.05545305418162,265,315,0.8412698412698413,0.8409090909090909,High,Medium,False,Balanced,0.15517241379310345,0.14655172413793102,0.1724137931034483,0.14655172413793102,0.16379310344827586,0.21551724137931033,0.6796784988656213,0.08265930231668445,0.7693566314719604,0.47577472031677637,0.5994738786601572,1.8291199815969272
144,Articuno,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon),90,85,85,95,125,100,580,Galarian Articuno,Regional,Freeze Pokémon,Psychic,Flying,1.7,50.9,1,0,False,1.0,1.25,0.68,0.85,1.1176470588235294,1.1176470588235294,1.0588235294117647,0.9,True,17.612456747404845,True,2,Special Attack,Attack,15.05545305418162,305,275,1.1090909090909091,0.7555555555555555,High,Medium,True,Tank,0.15517241379310345,0.14655172413793102,0.14655172413793102,0.16379310344827586,0.21551724137931033,0.1724137931034483,0.6796784988656213,0.08265930231668445,0.28813410513038157,0.8029329600162242,1.481664368356097,0.9408964323480842
145,Zapdos,https://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pok%C3%A9mon),90,90,85,100,125,90,580,,,Electric Pokémon,Electric,Flying,1.6,52.6,1,0,False,1.0588235294117647,1.3888888888888888,0.72,0.9444444444444444,1.1764705882352942,1.1111111111111112,1.0588235294117647,1.0,True,20.546874999999996,True,2,Special Attack,Defense,14.719601443879744,315,265,1.1886792452830188,0.813953488372093,High,Fast,False,Balanced,0.15517241379310345,0.15517241379310345,0.14655172413793102,0.1724137931034483,0.21551724137931033,0.15517241379310345,0.6796784988656213,0.2353966201669375,0.28813410513038157,0.966512079865948,1.481664368356097,0.585607012648547
145,Zapdos,https://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pok%C3%A9mon),90,125,90,100,85,90,580,Galarian Zapdos,Regional,Electric Pokémon,Fighting,Flying,1.6,58.2,1,0,False,1.3888888888888888,0.9444444444444444,1.4705882352941178,1.0,1.1111111111111112,0.8,1.0,1.0,True,22.734374999999996,True,2,Attack,Special Attack,14.719601443879744,310,270,1.1481481481481481,1.2285714285714286,High,Fast,True,Tank,0.15517241379310345,0.21551724137931033,0.15517241379310345,0.1724137931034483,0.14655172413793102,0.15517241379310345,0.6796784988656213,1.3045578451187088,0.44854161391090785,0.966512079865948,0.30541038209484395,0.585607012648547
146,Moltres,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon),90,100,90,90,125,85,580,,,Flame Pokémon,Fire,Flying,2.0,60.0,1,0,False,1.1111111111111112,1.4705882352941178,0.8,1.0588235294117647,1.0,0.9,1.0,1.0588235294117647,True,15.0,True,2,Special Attack,Special Defense,14.719601443879744,315,265,1.1886792452830188,0.9047619047619048,High,Medium,False,Mixed Attacker,0.15517241379310345,0.1724137931034483,0.15517241379310345,0.15517241379310345,0.21551724137931033,0.14655172413793102,0.6796784988656213,0.5408712558674436,0.44854161391090785,0.6393538401665002,1.481664368356097,0.4079623027987783
146,Moltres,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon),90,85,90,90,100,125,580,Galarian Moltres,Regional,Flame Pokémon,Dark,Flying,2.0,66.0,1,0,False,0.9444444444444444,0.8,0.85,0.72,1.0,1.0588235294117647,1.0,0.72,True,16.5,True,2,Special Defense,Attack,14.719601443879744,275,305,0.9016393442622951,0.7777777777777778,High,Medium,True,Tank,0.15517241379310345,0.14655172413793102,0.15517241379310345,0.15517241379310345,0.1724137931034483,0.21551724137931033,0.6796784988656213,0.08265930231668445,0.44854161391090785,0.6393538401665002,0.7465056269428139,1.8291199815969272
147,Dratini,https://bulbapedia.bulbagarden.net/wiki/Dratini_(Pok%C3%A9mon),41,64,45,50,50,50,300,,,Dragon Pokémon,Dragon,,1.8,3.3,1,1,True,1.4222222222222223,1.0,1.28,0.9,1.1111111111111112,0.78125,0.9111111111111111,0.82,False,1.0185185185185184,False,1,Attack,HP,7.771743691090179,164,136,1.2058823529411764,1.09,Mid,Medium,False,Mixed Attacker,0.13666666666666666,0.21333333333333335,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,-1.1252667936004968,-0.5588374326543784,-0.9951259651138288,-0.669279118631291,-0.7238118558837526,-0.8355506661496019
148,Dragonair,https://bulbapedia.bulbagarden.net/wiki/Dragonair_(Pok%C3%A9mon),61,84,65,70,70,70,420,,,Dragon Pokémon,Dragon,,4.0,16.5,1,2,True,1.2923076923076924,1.0,1.2,0.9285714285714286,1.0769230769230769,0.8333333333333334,0.9384615384615385,0.8714285714285714,False,1.03125,False,1,Attack,HP,7.771743691090179,224,196,1.1428571428571428,1.0642857142857143,Mid,Medium,False,Mixed Attacker,0.14523809523809525,0.2,0.15476190476190477,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.3885544293286119,0.05211183874663384,-0.3534959299917236,-0.014962639232395344,-0.135684862753126,-0.12497182675052748
149,Dragonite,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon),91,134,95,80,100,100,600,,,Dragon Pokémon,Dragon,Flying,2.2,210.0,1,3,False,1.4105263157894736,1.0,1.34,0.95,0.8421052631578947,0.5970149253731343,0.9578947368421052,0.91,False,43.38842975206611,True,2,Attack,Speed,18.231840280125315,314,286,1.097902097902098,1.145,Very High,Medium,False,Mixed Attacker,0.15166666666666667,0.22333333333333333,0.15833333333333333,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.7165141170792155,1.5794850172491641,0.6089491226914341,0.31219560046705247,0.7465056269428139,0.9408964323480842
149,Dragonite,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon),91,124,115,100,145,125,700,Mega Dragonite,Mega,Dragon Pokémon,Dragon,Flying,2.2,290.0,1,3,False,1.0782608695652174,1.16,0.8551724137931035,0.92,0.8695652173913043,0.8064516129032258,0.7913043478260869,0.728,False,59.91735537190082,True,2,Special Attack,HP,19.314933773292278,369,331,1.1148036253776434,0.8851851851851852,Very High,Fast,True,Mixed Attacker,0.13,0.17714285714285713,0.16428571428571428,0.14285714285714285,0.20714285714285716,0.17857142857142858,0.7165141170792155,1.274010381548658,1.2505791578135392,0.966512079865948,2.0697913614867236,1.8291199815969272
150,Mewtwo,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),106,110,90,130,154,90,680,,,Genetic Pokémon,Psychic,,2.0,122.0,1,0,False,1.2222222222222223,1.711111111111111,0.7142857142857143,1.0,1.4444444444444444,1.1818181818181819,1.1777777777777778,1.1777777777777778,True,30.5,False,1,Special Attack,Defense,24.840826609971472,394,286,1.3776223776223777,0.819672131147541,Very High,Fast,False,Special Sweeper,0.15588235294117647,0.16176470588235295,0.1323529411764706,0.19117647058823528,0.22647058823529412,0.1323529411764706,1.2690483902831293,0.8463458915679496,0.44854161391090785,1.9479867989642914,2.3344485083955058,0.585607012648547
150,Mewtwo,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),106,190,100,130,154,100,780,Mega Mewtwo X,Mega,Genetic Pokémon,Psychic,Fighting,2.3,127.0,1,0,False,1.9,1.54,1.2337662337662338,1.0,1.3,0.6842105263157895,1.06,1.06,True,24.007561436672972,True,2,Attack,Defense,36.199447509596055,474,306,1.5490196078431373,1.141732283464567,Very High,Fast,True,Physical Sweeper,0.1358974358974359,0.24358974358974358,0.1282051282051282,0.16666666666666666,0.19743589743589743,0.1282051282051282,1.2690483902831293,3.2901429771719983,0.7693566314719604,1.9479867989642914,2.3344485083955058,0.9408964323480842
150,Mewtwo,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),106,150,70,140,194,120,780,Mega Mewtwo Y,Mega,Genetic Pokémon,Psychic,,1.5,33.0,1,0,False,2.142857142857143,1.6166666666666667,0.7731958762886598,0.5833333333333334,2.0,0.9333333333333333,1.5142857142857142,0.8833333333333333,True,14.666666666666666,False,1,Special Attack,Defense,42.12362757408246,484,296,1.635135135135135,0.7006369426751592,Very High,Fast,True,Special Sweeper,0.1358974358974359,0.19230769230769232,0.08974358974358974,0.1794871794871795,0.24871794871794872,0.15384615384615385,1.2690483902831293,2.0682444343699737,-0.19308842121119732,2.275145038663739,3.510702494656759,1.6514752717471586
151,Mew,https://bulbapedia.bulbagarden.net/wiki/Mew_(Pok%C3%A9mon),100,100,100,100,100,100,600,,,New Species Pokémon,Psychic,,0.4,4.0,1,0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,24.999999999999996,False,1,HP,HP,0.0,300,300,1.0,1.0,Very High,Fast,False,Balanced,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0480346810015637,0.5408712558674436,0.7693566314719604,0.966512079865948,0.7465056269428139,0.9408964323480842
152,Chikorita,https://bulbapedia.bulbagarden.net/wiki/Chikorita_(Pok%C3%A9mon),45,49,65,45,49,65,318,,,Leaf Pokémon,Grass,,0.9,6.4,2,1,True,0.7538461538461538,0.7538461538461538,1.0,1.0,0.6923076923076923,0.9183673469387755,0.6923076923076923,0.6923076923076923,False,7.901234567901234,False,1,Defense,HP,9.465727652959385,143,175,0.8171428571428572,1.0,Mid,Slow,False,Balanced,0.14150943396226415,0.1540880503144654,0.20440251572327045,0.14150943396226415,0.1540880503144654,0.20440251572327045,-0.9779243207461199,-1.0170493862051375,-0.3534959299917236,-0.8328582384810148,-0.753218205540284,-0.3026165366002961
153,Bayleef,https://bulbapedia.bulbagarden.net/wiki/Bayleef_(Pok%C3%A9mon),60,62,80,60,63,80,405,,,Leaf Pokémon,Grass,,1.2,15.8,2,2,True,0.775,0.7875,0.9841269841269841,1.0,0.75,0.967741935483871,0.75,0.75,False,10.972222222222223,False,1,Defense,HP,9.751922887307918,185,220,0.8409090909090909,0.993006993006993,Mid,Medium,False,Balanced,0.14814814814814814,0.15308641975308643,0.19753086419753085,0.14814814814814814,0.15555555555555556,0.19753086419753085,-0.42539004754220616,-0.6199323597944796,0.12772659634985525,-0.3421208789318431,-0.3415293103488453,0.23031759294900972
154,Meganium,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),80,82,100,80,83,100,525,,,Herb Pokémon,Grass,,1.8,100.5,2,3,False,0.82,0.83,0.9879518072289156,1.0,0.8,0.975609756097561,0.8,0.8,False,31.018518518518515,False,1,Defense,HP,9.751922887307918,245,280,0.875,0.994535519125683,High,Medium,False,Balanced,0.1523809523809524,0.15619047619047619,0.19047619047619047,0.1523809523809524,0.1580952380952381,0.19047619047619047,0.3113223167296788,-0.008983088393467377,0.7693566314719604,0.31219560046705247,0.2465976827817813,0.9408964323480842
154,Meganium,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),80,92,115,80,143,115,625,Mega Meganium,Mega,Herb Pokémon,Grass,Fairy,2.4,201.0,2,3,False,0.8,1.2434782608695651,0.6433566433566433,1.0,0.6956521739130435,0.8695652173913043,0.6956521739130435,0.6956521739130435,False,34.895833333333336,True,2,Special Attack,HP,24.733917333626444,315,310,1.0161290322580645,0.8023255813953488,Very High,Medium,True,Balanced,0.128,0.1472,0.184,0.128,0.2288,0.184,0.3113223167296788,0.2964915473070387,1.2505791578135392,0.31219560046705247,2.010978662173661,1.47383056189739
155,Cyndaquil,https://bulbapedia.bulbagarden.net/wiki/Cyndaquil_(Pok%C3%A9mon),39,52,43,65,60,50,309,,,Fire Mouse Pokémon,Fire,,0.5,7.9,2,1,True,1.2093023255813953,1.2,0.8666666666666667,0.86,1.5116279069767442,1.25,0.9069767441860465,0.78,False,31.6,False,1,Speed,HP,9.85393322486001,177,132,1.3409090909090908,0.8636363636363636,Mid,Medium,False,Special Sweeper,0.1262135922330097,0.16828478964401294,0.13915857605177995,0.21035598705501618,0.1941747572815534,0.16181229773462782,-1.1989380300276853,-0.9254069954949856,-1.0592889686260394,-0.17854175908211925,-0.4297483593184393,-0.8355506661496019
156,Quilava,https://bulbapedia.bulbagarden.net/wiki/Quilava_(Pok%C3%A9mon),58,64,58,80,80,65,405,,,Volcano Pokémon,Fire,,0.9,19.0,2,2,True,1.103448275862069,1.2307692307692308,0.8,0.8923076923076924,1.3793103448275863,1.25,1.0,0.8923076923076924,False,23.456790123456788,False,1,Speed,HP,10.114346246792227,224,181,1.2375690607734806,0.8413793103448276,Mid,Medium,False,Balanced,0.14320987654320988,0.1580246913580247,0.14320987654320988,0.19753086419753085,0.19753086419753085,0.16049382716049382,-0.49906128396939464,-0.5588374326543784,-0.5780664422844604,0.31219560046705247,0.15837863381218728,-0.3026165366002961
157,Typhlosion,https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon),78,84,78,100,109,85,534,,,Volcano Pokémon,Fire,,1.7,79.5,2,3,False,1.0769230769230769,1.2823529411764707,0.7706422018348624,0.9176470588235294,1.2820512820512822,1.1904761904761905,1.0,0.9176470588235294,False,27.508650519031146,False,1,Special Attack,HP,12.680693987317888,293,241,1.2157676348547717,0.8350515463917526,High,Fast,False,Balanced,0.14606741573033707,0.15730337078651685,0.14606741573033707,0.18726591760299627,0.20411985018726592,0.15917602996254682,0.23765108030249033,0.05211183874663384,0.06356359283764475,0.966512079865948,1.0111627738515958,0.4079623027987783
157,Typhlosion,https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon),73,84,78,95,119,85,534,Hisuian Typhlosion,Regional,Volcano Pokémon,Fire,Ghost,1.6,69.8,2,3,False,1.0769230769230769,1.4,0.7058823529411765,0.9176470588235294,1.2179487179487178,1.130952380952381,0.9358974358974359,0.8588235294117647,False,27.265624999999993,True,2,Special Attack,HP,16.45600194457937,298,236,1.2627118644067796,0.7941176470588235,High,Medium,True,Tank,0.13670411985018727,0.15730337078651685,0.14606741573033707,0.17790262172284643,0.22284644194756553,0.15917602996254682,0.05347298923451909,0.05211183874663384,0.06356359283764475,0.8029329600162242,1.305226270416909,0.4079623027987783
158,Totodile,https://bulbapedia.bulbagarden.net/wiki/Totodile_(Pok%C3%A9mon),50,65,64,43,44,48,314,,,Big Jaw Pokémon,Water,,0.6,9.5,2,1,True,1.015625,0.9166666666666666,1.4772727272727273,1.3333333333333333,0.671875,0.6615384615384615,0.78125,1.0416666666666667,False,26.38888888888889,False,1,Attack,Speed,9.77070451229934,152,162,0.9382716049382716,1.4021739130434783,Mid,Slow,False,Tank,0.1592356687898089,0.2070063694267516,0.20382165605095542,0.13694267515923567,0.14012738853503184,0.15286624203821655,-0.7937462296781487,-0.5282899690843277,-0.3855774317478289,-0.8982898864209043,-0.9002499538229406,-0.9066085500895094
159,Croconaw,https://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon),65,80,80,58,59,63,405,,,Big Jaw Pokémon,Water,,1.1,25.0,2,2,True,1.0,0.9365079365079365,1.3559322033898304,1.2698412698412698,0.725,0.725,0.8125,1.0317460317460319,False,20.661157024793386,False,1,Attack,Speed,10.014988766843425,197,208,0.9471153846153846,1.3114754098360655,Mid,Medium,False,Tank,0.16049382716049382,0.19753086419753085,0.19753086419753085,0.14320987654320988,0.145679012345679,0.15555555555555556,-0.2412119564742349,-0.07007801553356859,0.12772659634985525,-0.4075525268717327,-0.4591547089749706,-0.37367442054020356
160,Feraligatr,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),85,105,100,78,79,83,530,,,Big Jaw Pokémon,Water,,2.3,88.8,2,3,False,1.05,0.9518072289156626,1.3291139240506329,1.2048192771084338,0.78,0.7428571428571429,0.85,1.0240963855421688,False,16.78638941398866,False,1,Attack,Speed,11.378341999899046,262,268,0.9776119402985075,1.2654320987654322,High,Medium,False,Tank,0.16037735849056603,0.19811320754716982,0.18867924528301888,0.1471698113207547,0.1490566037735849,0.15660377358490565,0.4955004077976501,0.6936085737176966,0.7693566314719604,0.2467639525271629,0.12897228415565595,0.3369044188588709
