Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total
195,Quagsire,https://bulbapedia.bulbagarden.net/wiki/Quagsire,95,85,85,35,65,65,430
196,Espeon,https://bulbapedia.bulbagarden.net/wiki/Espeon,65,65,60,110,130,95,525
197,Umbreon,https://bulbapedia.bulbagarden.net/wiki/Umbreon,95,65,110,65,60,130,525
198,Murkrow,https://bulbapedia.bulbagarden.net/wiki/Murkrow,60,85,42,91,85,42,405
199,Slowking,https://bulbapedia.bulbagarden.net/wiki/Slowking,95,75,80,30,100,110,490
199,Slowking Galarian Form,https://bulbapedia.bulbagarden.net/wiki/Slowking_Galarian_Form,95,65,80,30,110,110,490
200,Misdreavus,https://bulbapedia.bulbagarden.net/wiki/Misdreavus,60,60,60,85,85,85,435
201,Unown,https://bulbapedia.bulbagarden.net/wiki/Unown,48,72,48,48,72,48,336
202,Wobbuffet,https://bulbapedia.bulbagarden.net/wiki/Wobbuffet,190,33,58,33,33,58,405
203,Girafarig,https://bulbapedia.bulbagarden.net/wiki/Girafarig,70,80,65,85,90,65,455
204,Pineco,https://bulbapedia.bulbagarden.net/wiki/Pineco,50,65,90,15,35,35,290
205,Forretress,https://bulbapedia.bulbagarden.net/wiki/Forretress,75,90,140,40,60,60,465
206,Dunsparce,https://bulbapedia.bulbagarden.net/wiki/Dunsparce,100,70,70,45,65,65,415
207,Gligar,https://bulbapedia.bulbagarden.net/wiki/Gligar,65,75,105,85,35,65,430
208,Steelix,https://bulbapedia.bulbagarden.net/wiki/Steelix,75,85,200,30,55,65,510
208,Steelix Mega Steelix,https://bulbapedia.bulbagarden.net/wiki/Steelix_Mega_Steelix,75,125,230,30,55,95,610
209,Snubbull,https://bulbapedia.bulbagarden.net/wiki/Snubbull,60,80,50,30,40,40,300
210,Granbull,https://bulbapedia.bulbagarden.net/wiki/Granbull,90,120,75,45,60,60,450
211,Qwilfish,https://bulbapedia.bulbagarden.net/wiki/Qwilfish,65,95,85,85,55,55,440
211,Qwilfish Hisuian Form,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_Hisuian_Form,65,95,85,85,55,55,440
212,Scizor,https://bulbapedia.bulbagarden.net/wiki/Scizor,70,130,100,65,55,80,500
212,Scizor Mega Scizor,https://bulbapedia.bulbagarden.net/wiki/Scizor_Mega_Scizor,70,150,140,75,65,100,600
213,Shuckle,https://bulbapedia.bulbagarden.net/wiki/Shuckle,20,10,230,5,10,230,505
214,Heracross,https://bulbapedia.bulbagarden.net/wiki/Heracross,80,125,75,85,40,95,500
214,Heracross Mega Heracross,https://bulbapedia.bulbagarden.net/wiki/Heracross_Mega_Heracross,80,185,115,75,40,105,600
215,Sneasel,https://bulbapedia.bulbagarden.net/wiki/Sneasel,55,95,55,115,35,75,430
215,Sneasel Hisuian Form,https://bulbapedia.bulbagarden.net/wiki/Sneasel_Hisuian_Form,55,95,55,115,35,75,430
216,Teddiursa,https://bulbapedia.bulbagarden.net/wiki/Teddiursa,60,80,50,40,50,50,330
217,Ursaring,https://bulbapedia.bulbagarden.net/wiki/Ursaring,90,130,75,55,75,75,500
218,Slugma,https://bulbapedia.bulbagarden.net/wiki/Slugma,40,40,40,20,70,40,250
219,Magcargo,https://bulbapedia.bulbagarden.net/wiki/Magcargo,60,50,120,30,90,80,430
220,Swinub,https://bulbapedia.bulbagarden.net/wiki/Swinub,50,50,40,50,30,30,250
221,Piloswine,https://bulbapedia.bulbagarden.net/wiki/Piloswine,100,100,80,50,60,60,450
222,Corsola,https://bulbapedia.bulbagarden.net/wiki/Corsola,65,55,95,35,65,95,410
222,Corsola Galarian Form,https://bulbapedia.bulbagarden.net/wiki/Corsola_Galarian_Form,60,55,100,30,65,100,410
223,Remoraid,https://bulbapedia.bulbagarden.net/wiki/Remoraid,35,65,35,65,65,35,300
224,Octillery,https://bulbapedia.bulbagarden.net/wiki/Octillery,75,105,75,45,105,75,480
225,Delibird,https://bulbapedia.bulbagarden.net/wiki/Delibird,45,55,45,75,65,45,330
226,Mantine,https://bulbapedia.bulbagarden.net/wiki/Mantine,85,40,70,70,80,140,485
227,Skarmory,https://bulbapedia.bulbagarden.net/wiki/Skarmory,65,80,140,70,40,70,465
227,Skarmory Mega Skarmory,https://bulbapedia.bulbagarden.net/wiki/Skarmory_Mega_Skarmory,65,140,110,110,40,100,565
228,Houndour,https://bulbapedia.bulbagarden.net/wiki/Houndour,45,60,30,65,80,50,330
229,Houndoom,https://bulbapedia.bulbagarden.net/wiki/Houndoom,75,90,50,95,110,80,500
229,Houndoom Mega Houndoom,https://bulbapedia.bulbagarden.net/wiki/Houndoom_Mega_Houndoom,75,90,90,115,140,90,600
230,Kingdra,https://bulbapedia.bulbagarden.net/wiki/Kingdra,75,95,95,85,95,95,540
231,Phanpy,https://bulbapedia.bulbagarden.net/wiki/Phanpy,90,60,60,40,40,40,330
232,Donphan,https://bulbapedia.bulbagarden.net/wiki/Donphan,90,120,120,50,60,60,500
233,Porygon2,https://bulbapedia.bulbagarden.net/wiki/Porygon2,85,80,90,60,105,95,515
234,Stantler,https://bulbapedia.bulbagarden.net/wiki/Stantler,73,95,62,85,85,65,465
235,Smeargle,https://bulbapedia.bulbagarden.net/wiki/Smeargle,55,20,35,75,20,45,250
236,Tyrogue,https://bulbapedia.bulbagarden.net/wiki/Tyrogue,35,35,35,35,35,35,210
237,Hitmontop,https://bulbapedia.bulbagarden.net/wiki/Hitmontop,50,95,95,70,35,110,455
238,Smoochum,https://bulbapedia.bulbagarden.net/wiki/Smoochum,45,30,15,65,85,65,305
239,Elekid,https://bulbapedia.bulbagarden.net/wiki/Elekid,45,63,37,95,65,55,360
240,Magby,https://bulbapedia.bulbagarden.net/wiki/Magby,45,75,37,83,70,55,365
241,Miltank,https://bulbapedia.bulbagarden.net/wiki/Miltank,95,80,105,100,40,70,490
242,Blissey,https://bulbapedia.bulbagarden.net/wiki/Blissey,255,10,10,55,75,135,540
243,Raikou,https://bulbapedia.bulbagarden.net/wiki/Raikou,90,85,75,115,115,100,580
244,Entei,https://bulbapedia.bulbagarden.net/wiki/Entei,115,115,85,100,90,75,580
245,Suicune,https://bulbapedia.bulbagarden.net/wiki/Suicune,100,75,115,85,90,115,580
246,Larvitar,https://bulbapedia.bulbagarden.net/wiki/Larvitar,50,64,50,41,45,50,300
247,Pupitar,https://bulbapedia.bulbagarden.net/wiki/Pupitar,70,84,70,51,65,70,410
248,Tyranitar,https://bulbapedia.bulbagarden.net/wiki/Tyranitar,100,134,110,61,95,100,600
248,Tyranitar Mega Tyranitar,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_Mega_Tyranitar,100,164,150,71,95,120,700
249,Lugia,https://bulbapedia.bulbagarden.net/wiki/Lugia,106,90,130,110,90,154,680
250,Ho-Oh,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh,106,130,90,90,110,154,680
251,Celebi,https://bulbapedia.bulbagarden.net/wiki/Celebi,100,100,100,100,100,100,600
252,Treecko,https://bulbapedia.bulbagarden.net/wiki/Treecko,40,45,35,70,65,55,310
253,Grovyle,https://bulbapedia.bulbagarden.net/wiki/Grovyle,50,65,45,95,85,65,405
254,Sceptile,https://bulbapedia.bulbagarden.net/wiki/Sceptile,70,85,65,120,105,85,530
254,Sceptile Mega Sceptile,https://bulbapedia.bulbagarden.net/wiki/Sceptile_Mega_Sceptile,70,110,75,145,145,85,630
255,Torchic,https://bulbapedia.bulbagarden.net/wiki/Torchic,45,60,40,45,70,50,310
256,Combusken,https://bulbapedia.bulbagarden.net/wiki/Combusken,60,85,60,55,85,60,405
257,Blaziken,https://bulbapedia.bulbagarden.net/wiki/Blaziken,80,120,70,80,110,70,530
257,Blaziken Mega Blaziken,https://bulbapedia.bulbagarden.net/wiki/Blaziken_Mega_Blaziken,80,160,80,100,130,80,630
258,Mudkip,https://bulbapedia.bulbagarden.net/wiki/Mudkip,50,70,50,40,50,50,310
259,Marshtomp,https://bulbapedia.bulbagarden.net/wiki/Marshtomp,70,85,70,50,60,70,405
260,Swampert,https://bulbapedia.bulbagarden.net/wiki/Swampert,100,110,90,60,85,90,535
260,Swampert Mega Swampert,https://bulbapedia.bulbagarden.net/wiki/Swampert_Mega_Swampert,100,150,110,70,95,110,635
261,Poochyena,https://bulbapedia.bulbagarden.net/wiki/Poochyena,35,55,35,35,30,30,220
262,Mightyena,https://bulbapedia.bulbagarden.net/wiki/Mightyena,70,90,70,70,60,60,420
263,Zigzagoon,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon,38,30,41,60,30,41,240
263,Zigzagoon Galarian Form,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_Galarian_Form,38,30,41,60,30,41,240
264,Linoone,https://bulbapedia.bulbagarden.net/wiki/Linoone,78,70,61,100,50,61,420
264,Linoone Galarian Form,https://bulbapedia.bulbagarden.net/wiki/Linoone_Galarian_Form,78,70,61,100,50,61,420
265,Wurmple,https://bulbapedia.bulbagarden.net/wiki/Wurmple,45,45,35,20,20,30,195
266,Silcoon,https://bulbapedia.bulbagarden.net/wiki/Silcoon,50,35,55,15,25,25,205
267,Beautifly,https://bulbapedia.bulbagarden.net/wiki/Beautifly,60,70,50,65,100,50,395
268,Cascoon,https://bulbapedia.bulbagarden.net/wiki/Cascoon,50,35,55,15,25,25,205
269,Dustox,https://bulbapedia.bulbagarden.net/wiki/Dustox,60,50,70,65,50,90,385
270,Lotad,https://bulbapedia.bulbagarden.net/wiki/Lotad,40,30,30,30,40,50,220
271,Lombre,https://bulbapedia.bulbagarden.net/wiki/Lombre,60,50,50,50,60,70,340
272,Ludicolo,https://bulbapedia.bulbagarden.net/wiki/Ludicolo,80,70,70,70,90,100,480
273,Seedot,https://bulbapedia.bulbagarden.net/wiki/Seedot,40,40,50,30,30,30,220
274,Nuzleaf,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf,70,70,40,60,60,40,340
275,Shiftry,https://bulbapedia.bulbagarden.net/wiki/Shiftry,90,100,60,80,90,60,480
276,Taillow,https://bulbapedia.bulbagarden.net/wiki/Taillow,40,55,30,85,30,30,270
277,Swellow,https://bulbapedia.bulbagarden.net/wiki/Swellow,60,85,60,125,75,50,455
278,Wingull,https://bulbapedia.bulbagarden.net/wiki/Wingull,40,30,30,85,55,30,270
279,Pelipper,https://bulbapedia.bulbagarden.net/wiki/Pelipper,60,50,100,65,95,70,440
280,Ralts,https://bulbapedia.bulbagarden.net/wiki/Ralts,28,25,25,40,45,35,198
281,Kirlia,https://bulbapedia.bulbagarden.net/wiki/Kirlia,38,35,35,50,65,55,278
282,Gardevoir,https://bulbapedia.bulbagarden.net/wiki/Gardevoir,68,65,65,80,125,115,518
282,Gardevoir Mega Gardevoir,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_Mega_Gardevoir,68,85,65,100,165,135,618
283,Surskit,https://bulbapedia.bulbagarden.net/wiki/Surskit,40,30,32,65,50,52,269
284,Masquerain,https://bulbapedia.bulbagarden.net/wiki/Masquerain,70,60,62,80,100,82,454
285,Shroomish,https://bulbapedia.bulbagarden.net/wiki/Shroomish,60,40,60,35,40,60,295
286,Breloom,https://bulbapedia.bulbagarden.net/wiki/Breloom,60,130,80,70,60,60,460
287,Slakoth,https://bulbapedia.bulbagarden.net/wiki/Slakoth,60,60,60,30,35,35,280
288,Vigoroth,https://bulbapedia.bulbagarden.net/wiki/Vigoroth,80,80,80,90,55,55,440
289,Slaking,https://bulbapedia.bulbagarden.net/wiki/Slaking,150,160,100,100,95,65,670
290,Nincada,https://bulbapedia.bulbagarden.net/wiki/Nincada,31,45,90,40,30,30,266
291,Ninjask,https://bulbapedia.bulbagarden.net/wiki/Ninjask,61,90,45,160,50,50,456
292,Shedinja,https://bulbapedia.bulbagarden.net/wiki/Shedinja,1,90,45,40,30,30,236
293,Whismur,https://bulbapedia.bulbagarden.net/wiki/Whismur,64,51,23,28,51,23,240
294,Loudred,https://bulbapedia.bulbagarden.net/wiki/Loudred,84,71,43,48,71,43,360
295,Exploud,https://bulbapedia.bulbagarden.net/wiki/Exploud,104,91,63,68,91,73,490
296,Makuhita,https://bulbapedia.bulbagarden.net/wiki/Makuhita,72,60,30,25,20,30,237
297,Hariyama,https://bulbapedia.bulbagarden.net/wiki/Hariyama,144,120,60,50,40,60,474
298,Azurill,https://bulbapedia.bulbagarden.net/wiki/Azurill,50,20,40,20,20,40,190
299,Nosepass,https://bulbapedia.bulbagarden.net/wiki/Nosepass,30,45,135,30,45,90,375
300,Skitty,https://bulbapedia.bulbagarden.net/wiki/Skitty,50,45,45,50,35,35,260
301,Delcatty,https://bulbapedia.bulbagarden.net/wiki/Delcatty,70,65,65,90,55,55,400
302,Sableye,https://bulbapedia.bulbagarden.net/wiki/Sableye,50,75,75,50,65,65,380
302,Sableye Mega Sableye,https://bulbapedia.bulbagarden.net/wiki/Sableye_Mega_Sableye,50,85,125,20,85,115,480
303,Mawile,https://bulbapedia.bulbagarden.net/wiki/Mawile,50,85,85,50,55,55,380
303,Mawile Mega Mawile,https://bulbapedia.bulbagarden.net/wiki/Mawile_Mega_Mawile,50,105,125,50,55,95,480
303,Mawile Mega MawileZA,https://bulbapedia.bulbagarden.net/wiki/Mawile_Mega_MawileZA,50,147,125,50,55,95,522
304,Aron,https://bulbapedia.bulbagarden.net/wiki/Aron,50,70,100,30,40,40,330
305,Lairon,https://bulbapedia.bulbagarden.net/wiki/Lairon,60,90,140,40,50,50,430
306,Aggron,https://bulbapedia.bulbagarden.net/wiki/Aggron,70,110,180,50,60,60,530
306,Aggron Mega Aggron,https://bulbapedia.bulbagarden.net/wiki/Aggron_Mega_Aggron,70,140,230,50,60,80,630
307,Meditite,https://bulbapedia.bulbagarden.net/wiki/Meditite,30,40,55,60,40,55,280
307,Meditite in Pokémon Legends: Z-A,https://bulbapedia.bulbagarden.net/wiki/Meditite_in_Pokémon_Legends:_Z-A,30,56,55,60,40,55,296
308,Medicham,https://bulbapedia.bulbagarden.net/wiki/Medicham,60,60,75,80,60,75,410
308,Medicham in Pokémon Legends: Z-A,https://bulbapedia.bulbagarden.net/wiki/Medicham_in_Pokémon_Legends:_Z-A,60,84,75,80,60,75,434
308,Medicham Mega Medicham,https://bulbapedia.bulbagarden.net/wiki/Medicham_Mega_Medicham,60,100,85,100,80,85,510
308,Medicham Mega MedichamZA,https://bulbapedia.bulbagarden.net/wiki/Medicham_Mega_MedichamZA,60,140,85,100,80,85,550
309,Electrike,https://bulbapedia.bulbagarden.net/wiki/Electrike,40,45,40,65,65,40,295
310,Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric,70,75,60,105,105,60,475
310,Manectric Mega Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric_Mega_Manectric,70,75,80,135,135,80,575
311,Plusle,https://bulbapedia.bulbagarden.net/wiki/Plusle,60,50,40,95,85,75,405
312,Minun,https://bulbapedia.bulbagarden.net/wiki/Minun,60,40,50,95,75,85,405
313,Volbeat,https://bulbapedia.bulbagarden.net/wiki/Volbeat,65,73,75,85,47,85,430
314,Illumise,https://bulbapedia.bulbagarden.net/wiki/Illumise,65,47,75,85,73,85,430
315,Roselia,https://bulbapedia.bulbagarden.net/wiki/Roselia,50,60,45,65,100,80,400
316,Gulpin,https://bulbapedia.bulbagarden.net/wiki/Gulpin,70,43,53,40,43,53,302
317,Swalot,https://bulbapedia.bulbagarden.net/wiki/Swalot,100,73,83,55,73,83,467
318,Carvanha,https://bulbapedia.bulbagarden.net/wiki/Carvanha,45,90,20,65,65,20,305
319,Sharpedo,https://bulbapedia.bulbagarden.net/wiki/Sharpedo,70,120,40,95,95,40,460
319,Sharpedo Mega Sharpedo,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_Mega_Sharpedo,70,140,70,105,110,65,560
320,Wailmer,https://bulbapedia.bulbagarden.net/wiki/Wailmer,130,70,35,60,70,35,400
321,Wailord,https://bulbapedia.bulbagarden.net/wiki/Wailord,170,90,45,60,90,45,500
322,Numel,https://bulbapedia.bulbagarden.net/wiki/Numel,60,60,40,35,65,45,305
323,Camerupt,https://bulbapedia.bulbagarden.net/wiki/Camerupt,70,100,70,40,105,75,460
323,Camerupt Mega Camerupt,https://bulbapedia.bulbagarden.net/wiki/Camerupt_Mega_Camerupt,70,120,100,20,145,105,560
324,Torkoal,https://bulbapedia.bulbagarden.net/wiki/Torkoal,70,85,140,20,85,70,470
325,Spoink,https://bulbapedia.bulbagarden.net/wiki/Spoink,60,25,35,60,70,80,330
326,Grumpig,https://bulbapedia.bulbagarden.net/wiki/Grumpig,80,45,65,80,90,110,470
327,Spinda,https://bulbapedia.bulbagarden.net/wiki/Spinda,60,60,60,60,60,60,360
328,Trapinch,https://bulbapedia.bulbagarden.net/wiki/Trapinch,45,100,45,10,45,45,290
329,Vibrava,https://bulbapedia.bulbagarden.net/wiki/Vibrava,50,70,50,70,50,50,340
330,Flygon,https://bulbapedia.bulbagarden.net/wiki/Flygon,80,100,80,100,80,80,520
331,Cacnea,https://bulbapedia.bulbagarden.net/wiki/Cacnea,50,85,40,35,85,40,335
332,Cacturne,https://bulbapedia.bulbagarden.net/wiki/Cacturne,70,115,60,55,115,60,475
333,Swablu,https://bulbapedia.bulbagarden.net/wiki/Swablu,45,40,60,50,40,75,310
334,Altaria,https://bulbapedia.bulbagarden.net/wiki/Altaria,75,70,90,80,70,105,490
334,Altaria Mega Altaria,https://bulbapedia.bulbagarden.net/wiki/Altaria_Mega_Altaria,75,110,110,80,110,105,590
335,Zangoose,https://bulbapedia.bulbagarden.net/wiki/Zangoose,73,115,60,90,60,60,458
336,Seviper,https://bulbapedia.bulbagarden.net/wiki/Seviper,73,100,60,65,100,60,458
337,Lunatone,https://bulbapedia.bulbagarden.net/wiki/Lunatone,90,55,65,70,95,85,460
338,Solrock,https://bulbapedia.bulbagarden.net/wiki/Solrock,90,95,85,70,55,65,460
339,Barboach,https://bulbapedia.bulbagarden.net/wiki/Barboach,50,48,43,60,46,41,288
340,Whiscash,https://bulbapedia.bulbagarden.net/wiki/Whiscash,110,78,73,60,76,71,468
341,Corphish,https://bulbapedia.bulbagarden.net/wiki/Corphish,43,80,65,35,50,35,308
342,Crawdaunt,https://bulbapedia.bulbagarden.net/wiki/Crawdaunt,63,120,85,55,90,55,468
343,Baltoy,https://bulbapedia.bulbagarden.net/wiki/Baltoy,40,40,55,55,40,70,300
344,Claydol,https://bulbapedia.bulbagarden.net/wiki/Claydol,60,70,105,75,70,120,500
345,Lileep,https://bulbapedia.bulbagarden.net/wiki/Lileep,66,41,77,23,61,87,355
346,Cradily,https://bulbapedia.bulbagarden.net/wiki/Cradily,86,81,97,43,81,107,495
347,Anorith,https://bulbapedia.bulbagarden.net/wiki/Anorith,45,95,50,75,40,50,355
348,Armaldo,https://bulbapedia.bulbagarden.net/wiki/Armaldo,75,125,100,45,70,80,495
349,Feebas,https://bulbapedia.bulbagarden.net/wiki/Feebas,20,15,20,80,10,55,200
350,Milotic,https://bulbapedia.bulbagarden.net/wiki/Milotic,95,60,79,81,100,125,540
351,Castform,https://bulbapedia.bulbagarden.net/wiki/Castform,70,70,70,70,70,70,420
352,Kecleon,https://bulbapedia.bulbagarden.net/wiki/Kecleon,60,90,70,40,60,120,440
353,Shuppet,https://bulbapedia.bulbagarden.net/wiki/Shuppet,44,75,35,45,63,33,295
354,Banette,https://bulbapedia.bulbagarden.net/wiki/Banette,64,115,65,65,83,63,455
354,Banette Mega Banette,https://bulbapedia.bulbagarden.net/wiki/Banette_Mega_Banette,64,165,75,75,93,83,555
355,Duskull,https://bulbapedia.bulbagarden.net/wiki/Duskull,20,40,90,25,30,90,295
356,Dusclops,https://bulbapedia.bulbagarden.net/wiki/Dusclops,40,70,130,25,60,130,455
357,Tropius,https://bulbapedia.bulbagarden.net/wiki/Tropius,99,68,83,51,72,87,460
358,Chimecho,https://bulbapedia.bulbagarden.net/wiki/Chimecho,75,50,80,65,95,90,455
358,Chimecho Mega Chimecho,https://bulbapedia.bulbagarden.net/wiki/Chimecho_Mega_Chimecho,75,50,110,65,135,120,555
359,Absol,https://bulbapedia.bulbagarden.net/wiki/Absol,65,130,60,75,75,60,465
359,Absol Mega Absol,https://bulbapedia.bulbagarden.net/wiki/Absol_Mega_Absol,65,150,60,115,115,60,565
359,Absol Mega Absol Z,https://bulbapedia.bulbagarden.net/wiki/Absol_Mega_Absol_Z,65,154,60,151,75,60,565
360,Wynaut,https://bulbapedia.bulbagarden.net/wiki/Wynaut,95,23,48,23,23,48,260
361,Snorunt,https://bulbapedia.bulbagarden.net/wiki/Snorunt,50,50,50,50,50,50,300
362,Glalie,https://bulbapedia.bulbagarden.net/wiki/Glalie,80,80,80,80,80,80,480
362,Glalie Mega Glalie,https://bulbapedia.bulbagarden.net/wiki/Glalie_Mega_Glalie,80,120,80,100,120,80,580
363,Spheal,https://bulbapedia.bulbagarden.net/wiki/Spheal,70,40,50,25,55,50,290
364,Sealeo,https://bulbapedia.bulbagarden.net/wiki/Sealeo,90,60,70,45,75,70,410
365,Walrein,https://bulbapedia.bulbagarden.net/wiki/Walrein,110,80,90,65,95,90,530
366,Clamperl,https://bulbapedia.bulbagarden.net/wiki/Clamperl,35,64,85,32,74,55,345
367,Huntail,https://bulbapedia.bulbagarden.net/wiki/Huntail,55,104,105,52,94,75,485
368,Gorebyss,https://bulbapedia.bulbagarden.net/wiki/Gorebyss,55,84,105,52,114,75,485
369,Relicanth,https://bulbapedia.bulbagarden.net/wiki/Relicanth,100,90,130,55,45,65,485
370,Luvdisc,https://bulbapedia.bulbagarden.net/wiki/Luvdisc,43,30,55,97,40,65,330
371,Bagon,https://bulbapedia.bulbagarden.net/wiki/Bagon,45,75,60,50,40,30,300
372,Shelgon,https://bulbapedia.bulbagarden.net/wiki/Shelgon,65,95,100,50,60,50,420
373,Salamence,https://bulbapedia.bulbagarden.net/wiki/Salamence,95,135,80,100,110,80,600
373,Salamence Mega Salamence,https://bulbapedia.bulbagarden.net/wiki/Salamence_Mega_Salamence,95,145,130,120,120,90,700
374,Beldum,https://bulbapedia.bulbagarden.net/wiki/Beldum,40,55,80,30,35,60,300
375,Metang,https://bulbapedia.bulbagarden.net/wiki/Metang,60,75,100,50,55,80,420
376,Metagross,https://bulbapedia.bulbagarden.net/wiki/Metagross,80,135,130,70,95,90,600
376,Metagross Mega Metagross,https://bulbapedia.bulbagarden.net/wiki/Metagross_Mega_Metagross,80,145,150,110,105,110,700
377,Regirock,https://bulbapedia.bulbagarden.net/wiki/Regirock,80,100,200,50,50,100,580
378,Regice,https://bulbapedia.bulbagarden.net/wiki/Regice,80,50,100,50,100,200,580
379,Registeel,https://bulbapedia.bulbagarden.net/wiki/Registeel,80,75,150,50,75,150,580
380,Latias,https://bulbapedia.bulbagarden.net/wiki/Latias,80,80,90,110,110,130,600
380,Latias Mega Latias,https://bulbapedia.bulbagarden.net/wiki/Latias_Mega_Latias,80,100,120,110,140,150,700
381,Latios,https://bulbapedia.bulbagarden.net/wiki/Latios,80,90,80,110,130,110,600
381,Latios Mega Latios,https://bulbapedia.bulbagarden.net/wiki/Latios_Mega_Latios,80,130,100,110,160,120,700
382,Kyogre Kyogre,https://bulbapedia.bulbagarden.net/wiki/Kyogre_Kyogre,100,100,90,90,150,140,670
382,Kyogre Primal Reversion,https://bulbapedia.bulbagarden.net/wiki/Kyogre_Primal_Reversion,100,150,90,90,180,160,770
383,Groudon Groudon,https://bulbapedia.bulbagarden.net/wiki/Groudon_Groudon,100,150,140,90,100,90,670
383,Groudon Primal Reversion,https://bulbapedia.bulbagarden.net/wiki/Groudon_Primal_Reversion,100,180,160,90,150,90,770
384,Rayquaza,https://bulbapedia.bulbagarden.net/wiki/Rayquaza,105,150,90,95,150,90,680
384,Rayquaza Mega Rayquaza,https://bulbapedia.bulbagarden.net/wiki/Rayquaza_Mega_Rayquaza,105,180,100,115,180,100,780
385,Jirachi,https://bulbapedia.bulbagarden.net/wiki/Jirachi,100,100,100,100,100,100,600
386,Deoxys Normal Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_Normal_Forme,50,150,50,150,150,50,600
386,Deoxys Attack Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_Attack_Forme,50,180,20,150,180,20,600
386,Deoxys Defense Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_Defense_Forme,50,70,160,90,70,160,600
386,Deoxys Speed Forme,https://bulbapedia.bulbagarden.net/wiki/Deoxys_Speed_Forme,50,95,90,180,95,90,600
387,Turtwig,https://bulbapedia.bulbagarden.net/wiki/Turtwig,55,68,64,31,45,55,318
388,Grotle,https://bulbapedia.bulbagarden.net/wiki/Grotle,75,89,85,36,55,65,405
389,Torterra,https://bulbapedia.bulbagarden.net/wiki/Torterra,95,109,105,56,75,85,525
390,Chimchar,https://bulbapedia.bulbagarden.net/wiki/Chimchar,44,58,44,61,58,44,309
391,Monferno,https://bulbapedia.bulbagarden.net/wiki/Monferno,64,78,52,81,78,52,405
392,Infernape,https://bulbapedia.bulbagarden.net/wiki/Infernape,76,104,71,108,104,71,534
393,Piplup,https://bulbapedia.bulbagarden.net/wiki/Piplup,53,51,53,40,61,56,314
394,Prinplup,https://bulbapedia.bulbagarden.net/wiki/Prinplup,64,66,68,50,81,76,405
395,Empoleon,https://bulbapedia.bulbagarden.net/wiki/Empoleon,84,86,88,60,111,101,530
396,Starly,https://bulbapedia.bulbagarden.net/wiki/Starly,40,55,30,60,30,30,245
397,Staravia,https://bulbapedia.bulbagarden.net/wiki/Staravia,55,75,50,80,40,40,340
398,Staraptor,https://bulbapedia.bulbagarden.net/wiki/Staraptor,85,120,70,100,50,60,485
398,Staraptor Mega Staraptor,https://bulbapedia.bulbagarden.net/wiki/Staraptor_Mega_Staraptor,85,140,100,110,60,90,585
399,Bidoof,https://bulbapedia.bulbagarden.net/wiki/Bidoof,59,45,40,31,35,40,250
400,Bibarel,https://bulbapedia.bulbagarden.net/wiki/Bibarel,79,85,60,71,55,60,410
401,Kricketot,https://bulbapedia.bulbagarden.net/wiki/Kricketot,37,25,41,25,25,41,194
402,Kricketune,https://bulbapedia.bulbagarden.net/wiki/Kricketune,77,85,51,65,55,51,384
403,Shinx,https://bulbapedia.bulbagarden.net/wiki/Shinx,45,65,34,45,40,34,263
404,Luxio,https://bulbapedia.bulbagarden.net/wiki/Luxio,60,85,49,60,60,49,363
405,Luxray,https://bulbapedia.bulbagarden.net/wiki/Luxray,80,120,79,70,95,79,523
406,Budew,https://bulbapedia.bulbagarden.net/wiki/Budew,40,30,35,55,50,70,280
407,Roserade,https://bulbapedia.bulbagarden.net/wiki/Roserade,60,70,65,90,125,105,515
408,Cranidos,https://bulbapedia.bulbagarden.net/wiki/Cranidos,67,125,40,58,30,30,350
409,Rampardos,https://bulbapedia.bulbagarden.net/wiki/Rampardos,97,165,60,58,65,50,495
410,Shieldon,https://bulbapedia.bulbagarden.net/wiki/Shieldon,30,42,118,30,42,88,350
411,Bastiodon,https://bulbapedia.bulbagarden.net/wiki/Bastiodon,60,52,168,30,47,138,495
412,Burmy,https://bulbapedia.bulbagarden.net/wiki/Burmy,40,29,45,36,29,45,224
413,Wormadam Plant Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_Plant_Cloak,60,59,85,36,79,105,424
413,Wormadam Sandy Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_Sandy_Cloak,60,79,105,36,59,85,424
413,Wormadam Trash Cloak,https://bulbapedia.bulbagarden.net/wiki/Wormadam_Trash_Cloak,60,69,95,36,69,95,424
414,Mothim,https://bulbapedia.bulbagarden.net/wiki/Mothim,70,94,50,66,94,50,424
415,Combee,https://bulbapedia.bulbagarden.net/wiki/Combee,30,30,42,70,30,42,244
